time,open,high,low,close,Chars,Chars,Chars,Chars,Chars,Chars,Chars,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close)
1756717200,23489.25,23490.25,23483.25,23485.25,0,0,0,0,0,0,0,NaN,23490.25,23483.25,23485.25
1756717500,23485,23486,23477.75,23483.75,0,0,0,0,0,0,0,NaN,23486,23477.75,23483.75
1756717800,23482.75,23484.25,23480.75,23483,0,0,0,0,0,0,0,NaN,23484.25,23480.75,23483
1756718100,23483,23488,23481.75,23486.5,0,0,0,0,0,0,0,NaN,23488,23481.75,23486.5
1756718400,23488,23496.75,23487.5,23491,0,0,0,0,0,0,0,NaN,23496.75,23487.5,23491
1756718700,23491,23492.25,23488.5,23490.75,0,0,0,0,0,0,0,NaN,23492.25,23488.5,23490.75
1756719000,23491,23496.25,23489,23492.25,0,0,0,0,0,0,0,NaN,23496.25,23489,23492.25
1756719300,23491.25,23493.5,23487,23488.25,0,0,0,0,0,0,0,NaN,23493.5,23487,23488.25
1756719600,23488.25,23494.5,23485,23486.75,0,0,0,0,0,0,0,NaN,23494.5,23485,23486.75
1756719900,23485.75,23487.5,23476.5,23483.75,0,0,0,0,0,0,0,NaN,23487.5,23476.5,23483.75
1756720200,23483.75,23488,23482.25,23482.5,0,0,0,0,0,0,0,NaN,23488,23482.25,23482.5
1756720500,23481.25,23488.25,23481.25,23484.75,0,0,0,0,0,0,0,NaN,23488.25,23481.25,23484.75
1756720800,23485.75,23486.5,23480.25,23484,0,0,0,0,0,0,0,NaN,23486.5,23480.25,23484
1756721100,23484.25,23492,23484,23491.5,0,0,0,0,0,0,0,NaN,23492,23484,23491.5
1756721400,23491.75,23496.75,23489.25,23496,0,0,0,0,0,0,0,NaN,23496.75,23489.25,23496
1756721700,23495.25,23496.25,23491,23493.5,0,0,0,0,0,0,0,NaN,23496.25,23491,23493.5
1756722000,23493.5,23494.5,23489.75,23490.5,0,0,0,0,0,0,0,NaN,23494.5,23489.75,23490.5
1756722300,23490.25,23492.75,23488.25,23490.5,0,0,0,0,0,0,0,NaN,23492.75,23488.25,23490.5
1756722600,23491,23492.25,23484,23490.5,0,0,0,0,0,0,0,NaN,23492.25,23484,23490.5
1756722900,23491.25,23493.5,23489.75,23492,0,0,0,0,0,0,0,NaN,23493.5,23489.75,23492
1756723200,23491.75,23501.25,23490.75,23492.75,0,0,0,0,0,0,0,NaN,23501.25,23490.75,23492.75
1756723500,23493.25,23493.25,23483.75,23486,0,0,0,0,0,0,0,NaN,23493.25,23483.75,23486
1756723800,23486.5,23489,23484.5,23486.75,0,0,0,0,0,0,0,NaN,23489,23484.5,23486.75
1756724100,23488,23491,23483.25,23486.25,0,0,0,0,0,0,0,NaN,23491,23483.25,23486.25
1756724400,23485.75,23493.5,23482.5,23491.5,0,0,0,0,0,0,0,NaN,23493.5,23482.5,23491.5
1756724700,23490.25,23494.25,23487.25,23489.75,0,0,0,0,0,0,0,NaN,23494.25,23487.25,23489.75
1756725000,23488.75,23488.75,23483.75,23483.75,0,0,0,0,0,0,0,NaN,23488.75,23483.75,23483.75
1756725300,23483.25,23487.25,23479.25,23482.25,0,0,0,0,0,0,0,NaN,23487.25,23479.25,23482.25
1756725600,23481.75,23483.25,23468.5,23470,0,0,0,0,0,0,0,NaN,23483.25,23468.5,23470
1756725900,23470.5,23471.75,23460.75,23465.25,0,0,0,0,0,0,0,NaN,23471.75,23460.75,23465.25
1756726200,23465,23469.5,23457.25,23467,0,0,0,0,0,0,0,NaN,23469.5,23457.25,23467
1756726500,23467.25,23467.5,23446.25,23466,0,0,0,0,0,0,0,NaN,23467.5,23446.25,23466
1756726800,23466.5,23472,23461,23462.5,0,0,0,0,0,0,0,NaN,23472,23461,23462.5
1756727100,23462.75,23467,23456.5,23460.25,0,0,0,0,0,0,0,NaN,23467,23456.5,23460.25
1756727400,23459.5,23468,23457.5,23468,0,0,0,0,0,0,0,NaN,23468,23457.5,23468
1756727700,23468.25,23471.5,23464.5,23467,0,0,0,0,0,0,0,NaN,23471.5,23464.5,23467
1756728000,23465.5,23468.25,23461.75,23467,0,0,0,0,0,0,0,NaN,23468.25,23461.75,23467
1756728300,23466,23468.5,23460,23462.75,0,0,0,0,0,0,0,NaN,23468.5,23460,23462.75
1756728600,23463,23471,23463,23469,0,0,0,0,0,0,0,NaN,23471,23463,23469
1756728900,23470,23471.75,23466,23468.25,0,0,0,0,0,0,0,NaN,23471.75,23466,23468.25
1756729200,23468.5,23470,23464,23467.75,0,0,0,0,0,0,0,NaN,23470,23464,23467.75
1756729500,23468,23475.25,23468,23473,0,0,0,0,0,0,0,NaN,23475.25,23468,23473
1756729800,23472.75,23480.5,23471,23480.25,0,0,0,0,0,0,0,NaN,23480.5,23471,23480.25
1756730100,23480.75,23482.5,23478,23481,0,0,0,0,0,0,0,NaN,23482.5,23478,23481
1756730400,23480.25,23480.75,23471.25,23472.25,0,0,0,0,0,0,0,NaN,23480.75,23471.25,23472.25
1756730700,23472,23472,23468,23468.25,0,0,0,0,0,0,0,NaN,23472,23468,23468.25
1756731000,23468.75,23470.75,23465.75,23468,0,0,0,0,0,0,0,NaN,23470.75,23465.75,23468
1756731300,23468.5,23478,23465.25,23477.25,0,0,0,0,0,0,0,NaN,23478,23465.25,23477.25
1756731600,23477.25,23479.5,23475.5,23478.75,0,0,0,0,0,0,0,NaN,23479.5,23475.5,23478.75
