time,open,high,low,close,Chars,Chars,Chars,Chars,Chars,Chars,Chars,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close)
2025-09-16T12:30:00-04:00,24526.5,24526.75,24517.25,24521.25,0,0,0,0,0,0,0,NaN,24526.75,24517.25,24521.25
2025-09-16T12:35:00-04:00,24521,24527.25,24507.5,24524.5,0,0,0,0,0,0,0,NaN,24527.25,24507.5,24524.5
2025-09-16T12:40:00-04:00,24524.25,24527.25,24512.75,24520.25,0,0,0,0,0,0,0,NaN,24527.25,24512.75,24520.25
2025-09-16T12:45:00-04:00,24520,24524.75,24514.75,24517.5,0,0,0,0,0,0,0,NaN,24524.75,24514.75,24517.5
2025-09-16T12:50:00-04:00,24517.5,24523.75,24515.25,24522.75,0,0,0,0,0,0,0,NaN,24523.75,24515.25,24522.75
2025-09-16T12:55:00-04:00,24522.75,24532.75,24522,24523.75,0,0,0,0,0,0,0,NaN,24532.75,24522,24523.75
2025-09-16T13:00:00-04:00,24523.75,24533.75,24523.25,24531,0,0,0,0,0,0,0,NaN,24533.75,24523.25,24531
2025-09-16T13:05:00-04:00,24531,24537.75,24528,24535.5,0,0,0,0,0,0,0,NaN,24537.75,24528,24535.5
2025-09-16T13:10:00-04:00,24535.75,24539.5,24531.25,24537.5,0,0,0,0,0,0,0,NaN,24539.5,24531.25,24537.5
2025-09-16T13:15:00-04:00,24537.75,24541.5,24533.75,24536.5,0,0,0,0,0,0,0,NaN,24541.5,24533.75,24536.5
2025-09-16T13:20:00-04:00,24536.75,24545.75,24535.5,24541.75,0,0,0,0,0,0,0,NaN,24545.75,24535.5,24541.75
2025-09-16T13:25:00-04:00,24541.75,24542,24531,24533,0,0,0,0,0,0,0,NaN,24542,24531,24533
2025-09-16T13:30:00-04:00,24533,24537,24528.25,24533.75,0,0,0,0,0,0,0,NaN,24537,24528.25,24533.75
2025-09-16T13:35:00-04:00,24533.75,24535.25,24525,24532.75,0,0,0,0,0,0,0,NaN,24535.25,24525,24532.75
2025-09-16T13:40:00-04:00,24532.5,24532.75,24527.25,24529.25,0,0,0,0,0,0,0,NaN,24532.75,24527.25,24529.25
2025-09-16T13:45:00-04:00,24528.5,24535.5,24527.25,24533.75,0,0,0,0,0,0,0,NaN,24535.5,24527.25,24533.75
2025-09-16T13:50:00-04:00,24533.5,24534.75,24522,24533.5,0,0,0,0,0,0,0,NaN,24534.75,24522,24533.5
2025-09-16T13:55:00-04:00,24533,24538.5,24532,24534.25,0,0,0,0,0,0,0,NaN,24538.5,24532,24534.25
2025-09-16T14:00:00-04:00,24534.25,24534.25,24522.25,24527.75,0,0,0,0,0,0,0,NaN,24534.25,24522.25,24527.75
2025-09-16T14:05:00-04:00,24527.5,24537.75,24524,24530.75,0,0,0,0,0,0,0,NaN,24537.75,24524,24530.75
2025-09-16T14:10:00-04:00,24530.5,24534.5,24523.5,24526,0,0,0,0,0,0,0,NaN,24534.5,24523.5,24526
2025-09-16T14:15:00-04:00,24525.25,24531.25,24524,24529.25,0,0,0,0,0,0,0,NaN,24531.25,24524,24529.25
2025-09-16T14:20:00-04:00,24528.75,24533.75,24525.25,24531.5,0,0,0,0,0,0,0,NaN,24533.75,24525.25,24531.5
2025-09-16T14:25:00-04:00,24531.25,24535.5,24528.75,24530.25,0,0,0,0,0,0,0,NaN,24535.5,24528.75,24530.25
2025-09-16T14:30:00-04:00,24530,24536.5,24526.75,24531,0,0,0,0,0,0,0,NaN,24536.5,24526.75,24531
2025-09-16T14:35:00-04:00,24531.25,24541.25,24528.5,24532.25,0,0,0,0,0,0,0,NaN,24541.25,24528.5,24532.25
2025-09-16T14:40:00-04:00,24532.25,24538.5,24532,24535.5,0,0,0,0,0,0,0,NaN,24538.5,24532,24535.5
2025-09-16T14:45:00-04:00,24536,24544.75,24535.75,24540.75,0,0,0,0,0,0,0,NaN,24544.75,24535.75,24540.75
2025-09-16T14:50:00-04:00,24540.75,24547.5,24540.5,24543.75,0,0,0,0,0,0,0,NaN,24547.5,24540.5,24543.75
2025-09-16T14:55:00-04:00,24543.75,24549,24541,24546.75,0,0,0,0,0,0,0,NaN,24549,24541,24546.75
2025-09-16T15:00:00-04:00,24546.75,24554.5,24545.5,24550,0,0,0,0,0,0,0,NaN,24554.5,24545.5,24550
2025-09-16T15:05:00-04:00,24550.5,24558.25,24549.5,24551.25,0,0,0,0,0,0,0,NaN,24558.25,24549.5,24551.25
2025-09-16T15:10:00-04:00,24551,24553.25,24545.5,24550.5,0,0,0,0,0,0,0,NaN,24553.25,24545.5,24550.5
2025-09-16T15:15:00-04:00,24550.25,24552.25,24547.25,24549.5,0,0,0,0,0,0,0,NaN,24552.25,24547.25,24549.5
2025-09-16T15:20:00-04:00,24549.5,24553.5,24543.25,24546.25,0,0,0,0,0,0,0,NaN,24553.5,24543.25,24546.25
2025-09-16T15:25:00-04:00,24546.25,24547,24533.75,24537,0,0,0,0,0,0,0,NaN,24547,24533.75,24537
2025-09-16T15:30:00-04:00,24536.75,24539,24531.75,24536,0,0,0,0,0,0,0,NaN,24539,24531.75,24536
2025-09-16T15:35:00-04:00,24535.75,24540.5,24529.25,24535,0,0,0,0,0,0,0,NaN,24540.5,24529.25,24535
2025-09-16T15:40:00-04:00,24534.5,24543.5,24532.75,24536.25,0,0,0,0,0,0,0,NaN,24543.5,24532.75,24536.25
2025-09-16T15:45:00-04:00,24536.25,24547.25,24536,24544.25,0,0,0,0,0,0,0,NaN,24547.25,24536,24544.25
2025-09-16T15:50:00-04:00,24544.75,24563,24536.5,24541.25,0,0,0,0,0,0,0,NaN,24563,24536.5,24541.25
